Tweets,Length,Date,Source,Favourites,RTs
"RT @mary_ng: To businesses across Canada – we have your back.

@Bill_Morneau announced we're making $10B available to businesses facing the…",140,2020-03-14 00:50:07,Twitter for iPhone,0,149
"RT @mary_ng: Aux entreprises canadiennes – nous sommes avec vous.

@Bill_Morneau a annoncé que nous mettons 10 milliards de dollars à la di…",140,2020-03-14 00:50:05,Twitter for iPhone,0,31
"RT @CPHO_Canada: 1/5 Today, my advice is to postpone or cancel all non-essential travel outside of 🇨🇦. This means reconsidering your vacati…",140,2020-03-14 00:23:23,Twitter for iPhone,0,1152
"RT @ACSP_Canada: 1/5 Je conseille aujourd’hui de reporter ou d’annuler tout voyage hors-🇨🇦 non essentiel. Vous devrez repenser vacances, év…",140,2020-03-14 00:23:20,Twitter for iPhone,0,66
"On my call with premiers today, we talked about the COVID-19 outbreak and how we can work together to limit the spread of the virus, minimize its impact on our economy, and keep you safe. Get more details on this morning’s meeting here ⤵️ https://t.co/JDX1VMoP5Z",262,2020-03-13 23:53:30,Twitter for iPhone,1239,230
"Pendant mon appel téléphonique avec les PM, on a parlé de la COVID-19 et de ce qu’on peut faire ensemble pour limiter sa propagation, réduire ses effets sur l’économie et vous protéger. Plus de détails sur la réunion d’aujourd’hui ici ⤵️ https://t.co/5NeUWCFVeh",261,2020-03-13 23:53:17,Twitter for iPhone,189,41
"RT @PattyHajdu: Today, we announced further measures to contain the spread of #COVID19. We’re asking Canadians to practice social distancin…",140,2020-03-13 23:39:10,Twitter for iPhone,0,148
"RT @PattyHajdu: Nous avons recommandé aujourd'hui de reporter ou annuler les voyages non-essentiels à l'extérieur du pays, et d'éviter  les…",140,2020-03-13 23:39:07,Twitter for iPhone,0,31
"RT @FP_Champagne: 📢Avoid all non-essential travel outside of Canada in light of #COVID19. 

If you are outside of Canada:

➡️Consider retur…",140,2020-03-13 20:26:35,Twitter Web App,0,266
"RT @FP_Champagne: 📢 Évitez tout voyage non-essentiel à l'extérieur du 🇨🇦 face au #COVID19.

 Si vous êtes à l'étranger :

➡️Considérez reve…",140,2020-03-13 20:26:31,Twitter Web App,0,56
RT @bankofcanada: Bank of Canada lowers overnight rate target to ¾ percent https://t.co/7kkT2GZYBt,98,2020-03-13 19:53:11,Twitter Web App,0,309
RT @banqueducanada: La Banque du Canada abaisse le taux cible du financement à un jour pour le ramener à ¾ % https://t.co/zEJP0An8TF,132,2020-03-13 19:53:06,Twitter Web App,0,38
I got on the phone with @EmmanuelMacron today to talk about coordinating global efforts to address the impacts of COVID-19 - including through the G7. We talked about the steps we’re taking to protect people’s health and to limit the impact on economies. https://t.co/N9CD0KF5z2,278,2020-03-13 18:54:33,Twitter Web App,1795,296
"J’ai parlé au téléphone avec @EmmanuelMacron. Nous avons discuté d’une coordination globale des efforts pour affronter la COVID-19, ainsi que des mesures prises pour protéger la santé des gens et limiter les impacts économiques, notamment à travers le G7. https://t.co/xUXHzk5yqi",279,2020-03-13 18:54:28,Twitter Web App,286,70
"RT @MarcGarneau: To protect Canadians, I announced today measures to prevent the spread of COVID-19. This season, cruise ships will not be…",139,2020-03-13 18:20:35,Twitter Web App,0,630
"RT @MarcGarneau: Afin de protéger les canadiens, nous reportons la saison des croisières au Canada. Les bateaux de croisière qui transporte…",140,2020-03-13 18:20:32,Twitter Web App,0,44
HAPPENING NOW: I’m speaking from Rideau Cottage about the COVID-19 outbreak and the steps we’re taking to address the impacts it’s having on our economy and keep you safe. Watch live: https://t.co/iGhwO37LWY,207,2020-03-13 16:28:54,Twitter Web App,1566,313
"EN DIRECT : À partir de Rideau Cottage, je parle de la COVID-19 et des mesures que nous prenons pour limiter ses impacts sur notre économie, ainsi que pour vous protéger. Regardez : https://t.co/DZ9j53ATRr",205,2020-03-13 16:28:50,Twitter Web App,178,48
"RT @pablorodriguez: To protect the health and safety of Canadians, the House of Commons is adjourned until April 20th. To Canadians concern…",140,2020-03-13 14:36:19,Twitter Web App,0,227
"RT @pablorodriguez: Pour protéger la santé et la sécurité des Canadiens, la Chambre des communes est ajournée jusqu'au 20 avril. Aux Canadi…",140,2020-03-13 14:36:17,Twitter Web App,0,62
"Busy day ahead, working from home. Meetings with my cabinet, the country’s premiers, national Indigenous leaders, and more. Staying focused on you. Talk soon. https://t.co/xhAuxscf6N",182,2020-03-13 14:17:11,Twitter Web App,23761,1870
"Une journée occupée à travailler de la maison. Des rencontres avec mon Cabinet, les premiers ministres des provinces et territoires, les dirigeants autochtones nationaux, et bien plus encore. Vous demeurez ma priorité. On se parle bientôt. https://t.co/FphZ7lqiG6",263,2020-03-13 14:17:02,Twitter Web App,1059,125
I encourage all Canadians to follow the advice of our medical professionals – you can get the latest at: https://t.co/vqwGEHieAX,128,2020-03-13 03:48:12,Twitter for iPhone,8021,1217
"Tomorrow, I will be speaking with Indigenous leaders and premiers from across the country to coordinate our response to the outbreak and to talk about next steps to keep Canadians safe and limit the impact of COVID-19 on our economy.",233,2020-03-13 03:48:12,Twitter for iPhone,8705,860
"I am feeling fine &amp; I’m not exhibiting any symptoms of the virus, but I will also be following the advice of our doctor and I will continue to self-isolate for now. During that time, as I did today, I’ll continue to work from home and conduct meetings via video &amp; teleconference.",287,2020-03-13 03:48:11,Twitter for iPhone,14655,1597
"I have some additional news to share this evening. Unfortunately, the results of Sophie’s COVID-19 test are positive. Therefore, she will be in quarantine for the time being. Her symptoms remain mild and she is taking care of herself and following the advice of our doctor.",273,2020-03-13 03:48:11,Twitter for iPhone,61233,10637
J’encourage tous les Canadiens à suivre les conseils des professionnels de la santé et de consulter le site : https://t.co/9o2gp53S23,133,2020-03-13 03:48:02,Twitter for iPhone,246,58
"Demain, je vais parler aux dirigeants autochtones et aux premiers ministres pour coordonner notre réponse face à l’éclosion de la COVID-19 et parler des mesures à prendre pour protéger les Canadiens et limiter ses effets sur notre économie.",240,2020-03-13 03:48:02,Twitter for iPhone,246,45
"Je me sens bien et je n’ai aucun symptôme du virus, mais je vais suivre les conseils du médecin et rester en isolement pour le moment. Pendant ce temps, comme je l’ai fait aujourd’hui, je vais travailler de la maison et organiser des rencontres par vidéo et téléconférence.",273,2020-03-13 03:48:02,Twitter for iPhone,166,37
"J’ai d’autres nouvelles à vous annoncer ce soir. Malheureusement, le résultat du test de Sophie pour la COVID-19 est positif. Elle sera donc en quarantaine pour le moment. Ses symptômes restent légers, elle prend soin d’elle et suit les conseils du médecin.",257,2020-03-13 03:48:01,Twitter for iPhone,1135,285
"RT @Bill_Morneau: We are seeing volatility in the markets due to COVID-19. In the face of this uncertainty, we will continue to protect the…",140,2020-03-13 01:03:32,Twitter for iPhone,0,328
"RT @Bill_Morneau: Nous constatons une volatilité sur les marchés en raison du COVID-19. Face à cette incertitude, nous continuerons de prot…",140,2020-03-13 01:03:29,Twitter for iPhone,0,58
RT @CPHO_Canada: The best way to prevent the spread of #COVID19 and other respiratory infections is to wash your hands often with soap and…,139,2020-03-13 00:36:32,Twitter for iPhone,0,758
RT @ACSP_Canada: Le meilleur moyen de prévenir la propagation de la #COVID19 et des autres infections respiratoires? Se laver les mains sou…,140,2020-03-13 00:36:28,Twitter for iPhone,0,128
"Read a summary of my call with Prime Minister @BorisJohnson, which focused on the need for international cooperation to limit the spread of COVID-19 and protect people in Canada and the UK: https://t.co/nxV00wRN8k",213,2020-03-13 00:00:30,Twitter for iPhone,657,144
Lisez le résumé de mon entretien avec le premier ministre @BorisJohnson. On a parlé de l’importance de la coopération internationale pour limiter la propagation de la COVID-19 et protéger les gens au Canada et au Royaume-Uni : https://t.co/lcA4iAmEhI,250,2020-03-13 00:00:24,Twitter for iPhone,137,32
I spoke with @POTUS Trump today about the work we’re doing to manage the impacts of COVID-19. Get the details of our conversation here: https://t.co/OohQBrCd1f,159,2020-03-12 23:35:13,Twitter for iPhone,1151,278
J’ai discuté avec le @POTUS Trump aujourd’hui du travail que l’on fait pour minimiser les impacts de la COVID-19. Vous trouverez les détails de notre conversation ici : https://t.co/cY5rqWU0W9,192,2020-03-12 23:35:03,Twitter for iPhone,169,31
"COVID-19 is having an impact on the global economy, and today I spoke with @PerrinBeatty and @hassan_yussuff about our pan-Canadian approach to addressing the impacts of the virus and our plan to support businesses &amp; workers who fall on hard times.",252,2020-03-12 23:15:22,Twitter for iPhone,2603,386
La COVID-19 a des effets sur l’économie mondiale. J’ai discuté avec @PerrinBeatty et @hassan_yussuff de notre approche pancanadienne pour atténuer les répercussions du virus et soutenir les entreprises et les travailleurs qui passent des moments difficiles.,257,2020-03-12 23:15:13,Twitter for iPhone,216,45
"RT @PattyHajdu: People across the country are working hard to keep us safe, healthy, and prepared during the #COVID19 outbreak. Today, I vi…",140,2020-03-12 20:40:36,Twitter Web App,0,178
"RT @PattyHajdu: Partout au pays, les gens travaillent fort pour nous garder en sécurité, en bonne santé et préparés pendant l'épidémie de #…",140,2020-03-12 20:40:33,Twitter Web App,0,39
"I spoke with Prime Minister @GiuseppeConteIT earlier today to talk about the need for international coordination on the response to COVID-19. Italy has been hit particularly hard by the virus, and Canadians stand in solidarity with the Italian people. https://t.co/8LM7hfmJYu",275,2020-03-12 18:07:57,Twitter Web App,1662,302
"Plus tôt aujourd’hui, j’ai parlé avec le PM @GiuseppeConteIT de la nécessité d’une réponse internationale coordonnée face à la COVID-19. L’Italie a durement été touchée par le virus et les Canadiens sont solidaires envers les Italiens. https://t.co/gCPexc8H1s",259,2020-03-12 18:07:51,Twitter Web App,182,29
"I was looking forward to sitting down with premiers and Indigenous leaders later today, but given the circumstances we‘ll be postponing our meeting. In the meantime, we‘ll speak on the phone about how we can mitigate the spread and impact of COVID-19 and keep Canadians safe.",275,2020-03-12 17:07:54,Twitter Web App,6105,709
"Out of an abundance of caution, I too will be self-isolating &amp; self-monitoring until we get Sophie‘s results back. But I‘ll be busy working from home. Today, I‘ll be speaking with some world leaders and joining ministers for a Cabinet committee discussion on COVID-19.",272,2020-03-12 17:07:53,Twitter Web App,7586,1159
"I have some personal news to share today. Sophie recently returned from a speaking event in the UK, and last night she was experiencing mild flu-like symptoms. She‘s feeling better, but following the advice of our doctor she is self-isolating as we wait on COVID-19 test results.",279,2020-03-12 17:07:53,Twitter Web App,27600,4926
"J’avais hâte de rencontrer les PM et les dirigeants autochtones aujourd’hui, mais, vu les circonstances, c’est reporté. D’ici là, on va discuter au téléphone des moyens à prendre pour limiter la propagation et les effets de la COVID-19 et pour assurer la sécurité des Canadiens.",278,2020-03-12 17:07:45,Twitter Web App,245,42
"Par précaution, je vais aussi m’isoler et surveiller ma santé en attendant les résultats de Sophie. Mais je travaillerai de la maison. Aujourd’hui, je vais parler à des dirigeants mondiaux et me joindre aux ministres pour une réunion du Comité du Cabinet sur la COVID-19.",271,2020-03-12 17:07:44,Twitter Web App,314,81
"J’ai des nouvelles à partager avec vous aujourd’hui. Sophie vient de rentrer de Londres et, hier soir, elle avait des symptômes semblables à la grippe. Elle va mieux, mais sur les conseils du médecin, elle se place en isolement et attend les résultats du dépistage de la COVID-19.",280,2020-03-12 17:07:44,Twitter Web App,459,111
"RT @CanadianPM: Earlier today, Prime Minister Justin Trudeau outlined Canada’s response to #COVID19. Learn more about what the Government o…",140,2020-03-12 02:27:49,Twitter for iPhone,0,884
